Phase	Elements	method	oldorder	neworder	rowmode	esteps	asteps	err
15362	40	swap	reverse	revfwd	single	113	92	0.20
15363	40	random	revfwd	random	single	378	348	0.08
15364	40	random	random	revfwd	single	398	348	0.13
15365	40	merge	revfwd	forward	single	39	39	0.00
15366	80	selection	fwdrev	revfwd	rightleft	1560	1560	0.00
15367	80	selection	revfwd	fwdrev	rightleft	1560	1560	0.00
15368	40	triple	fwdrev	revfwd	rightleft	39	39	0.00
15369	40	swap	revfwd	fwdrev	rightleft	126	126	0.00
15370	40	insertion	fwdrev	revfwd	rightleft	380	380	0.00
15371	40	random	revfwd	fwdrev	rightleft	380	380	0.00
15372	80	selection	fwdrev	revfwd	rightleft	1560	1560	0.00
15373	80	selection	revfwd	fwdrev	rightleft	1560	1560	0.00
15374	80	swap	fwdrev	revfwd	rightleft	327	336	0.03
15375	40	dinsertion	revfwd	fwdrev	rightleft	380	380	0.00
15376	80	dinsertion	fwdrev	revfwd	rightleft	1560	1560	0.00
15377	80	quick	revfwd	fwdrev	rightleft	109	107	0.02
15378	80	swap	fwdrev	revfwd	rightleft	327	314	0.04
15379	80	swap	reverse	revfwd	zipper	257	258	0.00
15380	40	selection	revfwd	forward	zipper	360	360	0.00
15381	120	swap	forward	reverse	zipper	474	483	0.02
15382	120	evenodd	reverse	fwdrev	zipper	119	119	0.00
15383	120	selection	fwdrev	revfwd	zipper	3480	3480	0.00
15384	120	merge	revfwd	forward	zipper	119	119	0.00
15385	40	random	forward	reverse	zipper	720	720	0.00
15386	120	quick	reverse	forward	zipper	117	117	0.00
15387	60	triple	forward	reverse	zipper	60	59	0.02
15388	60	triple	revfwd	fwdrev	rightleft	59	59	0.00
15389	60	triple	fwdrev	revfwd	rightleft	59	59	0.00
15390	60	swap	reverse	forward	zipper	187	165	0.12
15391	30	swap	forward	interleave	single	73	64	0.13
15392	30	insertion	interleave	fwdrev	single	210	210	0.00
15393	30	swap	fwdrev	reverse	single	77	83	0.07
15394	30	evenodd	reverse	fwdrev	single	29	29	0.00
15395	90	merge	fwdrev	reverse	single	90	89	0.01
15396	45	selection	reverse	fwdrev	single	506	506	0.00
15397	45	merge	fwdrev	forward	single	43	43	0.00
15398	45	insertion	forward	interleave	single	484	484	0.00
15399	45	random	interleave	forward	single	484	484	0.00
15400	45	evenodd	forward	fwdrev	single	43	43	0.00
15401	45	quick	fwdrev	reverse	single	72	78	0.08
15402	45	dinsertion	reverse	forward	single	990	968	0.02
15403	45	merge	forward	interleave	single	43	41	0.05
15404	45	selection	interleave	revfwd	single	484	484	0.00
15405	45	random	revfwd	forward	single	506	506	0.00
15406	45	selection	forward	revfwd	single	506	506	0.00
15407	45	swap	revfwd	random	single	141	140	0.01
15408	45	quick	random	forward	single	76	72	0.05
15409	90	dinsertion	fwdrev	revfwd	rightleft	1980	1980	0.00
15410	30	swap	revfwd	fwdrev	rightleft	84	85	0.01
15411	30	quick	fwdrev	revfwd	rightleft	39	41	0.05
15412	90	random	revfwd	fwdrev	rightleft	1980	1980	0.00
15413	90	insertion	fwdrev	revfwd	rightleft	1980	1980	0.00
15414	90	quick	revfwd	fwdrev	rightleft	122	117	0.04
15415	90	dinsertion	fwdrev	revfwd	rightleft	1980	1980	0.00
15416	180	insertion	revfwd	fwdrev	rightleft	8010	8010	0.00
15417	180	selection	fwdrev	revfwd	rightleft	8010	8010	0.00
15418	60	insertion	revfwd	fwdrev	rightleft	870	870	0.00
15419	30	triple	forward	revfwd	single	20	21	0.05
15420	30	random	revfwd	reverse	single	210	210	0.00
15421	10	swap	reverse	random	single	14	13	0.07
15422	10	insertion	random	interleave	single	19	20	0.05
15423	10	random	interleave	reverse	single	25	25	0.00
15424	10	insertion	reverse	revfwd	single	20	20	0.00
15425	10	insertion	revfwd	forward	single	25	25	0.00
15426	20	triple	forward	revfwd	zipper	13	14	0.07
15427	10	merge	revfwd	interleave	single	7	8	0.13
15428	10	swap	interleave	reverse	single	15	13	0.14
15429	10	swap	reverse	interleave	single	15	15	0.00
15430	10	dinsertion	interleave	fwdrev	single	20	20	0.00
15431	10	dinsertion	fwdrev	revfwd	single	25	25	0.00
15432	10	evenodd	revfwd	random	single	7	5	0.33
15433	10	triple	random	interleave	single	5	7	0.33
15434	10	selection	interleave	revfwd	single	20	21	0.05
15435	20	dinsertion	revfwd	reverse	zipper	80	80	0.00
15436	20	evenodd	reverse	revfwd	zipper	18	18	0.00
15437	60	dinsertion	revfwd	fwdrev	zipper	840	840	0.00
15438	20	dinsertion	fwdrev	reverse	zipper	80	80	0.00
15439	20	evenodd	reverse	revfwd	zipper	18	18	0.00
15440	20	evenodd	revfwd	forward	zipper	19	19	0.00
15441	20	evenodd	forward	revfwd	zipper	19	19	0.00
15442	20	merge	revfwd	fwdrev	zipper	10	10	0.00
15443	20	quick	fwdrev	reverse	zipper	19	21	0.10
15444	40	random	reverse	revfwd	zipper	360	360	0.00
15445	40	triple	revfwd	reverse	zipper	27	27	0.00
15446	40	dinsertion	revfwd	fwdrev	rightleft	380	380	0.00
15447	40	merge	forward	fwdrev	zipper	40	40	0.00
15448	40	quick	fwdrev	reverse	zipper	48	45	0.06
15449	40	triple	reverse	revfwd	zipper	26	26	0.00
15450	40	triple	revfwd	fwdrev	zipper	39	39	0.00
15451	20	triple	fwdrev	revfwd	single	19	19	0.00
15452	40	dinsertion	revfwd	forward	zipper	360	360	0.00
15453	40	quick	forward	fwdrev	zipper	56	62	0.10
15454	120	quick	fwdrev	revfwd	zipper	143	154	0.07
15455	120	evenodd	revfwd	reverse	zipper	118	118	0.00
15456	360	random	reverse	revfwd	zipper	32040	32040	0.00
15457	360	selection	revfwd	fwdrev	zipper	32040	32040	0.00
15458	360	swap	fwdrev	reverse	zipper	1694	1720	0.02
15459	180	dinsertion	reverse	fwdrev	zipper	7920	7920	0.00
15460	180	merge	fwdrev	forward	zipper	178	178	0.00
15461	180	merge	forward	fwdrev	zipper	178	182	0.02
15462	360	random	fwdrev	reverse	zipper	32040	32040	0.00
15463	360	evenodd	reverse	fwdrev	zipper	359	359	0.00
15464	180	insertion	fwdrev	forward	zipper	7920	7920	0.00
15465	60	evenodd	forward	fwdrev	zipper	58	58	0.00
15466	120	merge	fwdrev	revfwd	zipper	60	60	0.00
15467	120	evenodd	revfwd	fwdrev	zipper	119	119	0.00
15468	40	quick	fwdrev	revfwd	zipper	46	43	0.07
15469	40	dinsertion	revfwd	fwdrev	zipper	360	360	0.00
15470	40	insertion	fwdrev	revfwd	zipper	360	360	0.00
15471	20	random	revfwd	random	single	88	117	0.28
15472	20	random	random	interleave	single	92	87	0.06
15473	20	quick	interleave	reverse	single	30	28	0.07
15474	20	random	reverse	random	single	83	105	0.23
15475	20	evenodd	random	fwdrev	single	16	15	0.06
15476	10	quick	fwdrev	reverse	single	13	13	0.00
15477	30	insertion	reverse	fwdrev	single	225	225	0.00
15478	30	dinsertion	fwdrev	interleave	single	210	210	0.00
15479	30	random	interleave	fwdrev	single	210	210	0.00
15480	30	triple	fwdrev	forward	single	20	20	0.00
15481	60	dinsertion	forward	revfwd	zipper	840	840	0.00
15482	30	merge	revfwd	forward	single	29	29	0.00
15483	30	swap	forward	random	single	77	80	0.04
15484	30	insertion	random	interleave	single	206	170	0.19
15485	30	evenodd	interleave	reverse	single	29	29	0.00
15486	60	selection	reverse	forward	zipper	1680	1680	0.00
15487	60	merge	forward	fwdrev	zipper	60	59	0.02
15488	180	evenodd	fwdrev	revfwd	zipper	179	179	0.00
15489	180	merge	revfwd	fwdrev	zipper	90	90	0.00
15490	180	triple	fwdrev	reverse	zipper	121	121	0.00
15491	180	insertion	reverse	forward	zipper	15840	15840	0.00
15492	180	quick	forward	reverse	zipper	177	180	0.02
15493	180	triple	reverse	forward	zipper	180	179	0.01
15494	180	selection	forward	reverse	zipper	15840	15840	0.00
15495	180	dinsertion	reverse	revfwd	zipper	7920	7920	0.00
15496	180	evenodd	revfwd	reverse	zipper	178	178	0.00
15497	180	merge	reverse	fwdrev	zipper	91	92	0.01
15498	180	random	fwdrev	revfwd	zipper	7920	7920	0.00
15499	180	merge	revfwd	reverse	zipper	178	178	0.00
15500	180	insertion	reverse	forward	zipper	15840	15840	0.00
15501	180	swap	forward	fwdrev	zipper	771	796	0.03
15502	360	dinsertion	fwdrev	forward	zipper	32040	32040	0.00
15503	720	random	forward	reverse	zipper	257760	257760	0.00
15504	720	random	reverse	fwdrev	zipper	128880	128880	0.00
15505	360	dinsertion	fwdrev	revfwd	single	32400	32400	0.00
15506	120	swap	revfwd	fwdrev	single	557	524	0.06
15507	120	merge	fwdrev	revfwd	single	60	60	0.00
15508	120	evenodd	revfwd	fwdrev	single	119	119	0.00
15509	120	quick	fwdrev	revfwd	single	230	232	0.01
15510	120	random	revfwd	fwdrev	single	3600	3600	0.00
15511	120	swap	fwdrev	forward	single	510	496	0.03
15512	40	quick	forward	fwdrev	single	66	72	0.09
15513	80	quick	fwdrev	forward	zipper	96	92	0.04
15514	240	merge	forward	reverse	zipper	239	239	0.00
15515	240	swap	revfwd	fwdrev	rightleft	1373	1312	0.05
15516	240	selection	fwdrev	revfwd	rightleft	14280	14280	0.00
15517	120	insertion	revfwd	fwdrev	rightleft	3540	3540	0.00
15518	240	random	fwdrev	revfwd	rightleft	14280	14280	0.00
15519	240	random	revfwd	fwdrev	rightleft	14280	14280	0.00
15520	120	random	forward	revfwd	single	3600	3600	0.00
15521	120	random	revfwd	interleave	single	3540	3540	0.00
15522	120	random	interleave	random	single	3559	3913	0.09
15523	120	insertion	random	fwdrev	single	3509	3539	0.01
15524	240	dinsertion	fwdrev	forward	zipper	14160	14160	0.00
15525	120	evenodd	forward	fwdrev	zipper	118	118	0.00
15526	40	insertion	fwdrev	reverse	zipper	360	360	0.00
15527	40	random	reverse	forward	zipper	720	720	0.00
15528	20	evenodd	forward	interleave	single	18	18	0.00
15529	20	merge	interleave	forward	single	19	20	0.05
15530	20	swap	forward	random	single	40	41	0.02
15531	20	dinsertion	random	fwdrev	single	89	99	0.11
15532	40	triple	fwdrev	forward	zipper	27	27	0.00
15533	40	quick	forward	revfwd	zipper	57	51	0.11
15534	120	random	revfwd	reverse	zipper	3480	3480	0.00
15535	120	dinsertion	reverse	forward	zipper	6960	6960	0.00
15536	40	triple	forward	reverse	zipper	40	40	0.00
15537	80	merge	reverse	revfwd	zipper	80	80	0.00
15538	80	random	revfwd	forward	zipper	1520	1520	0.00
15539	80	evenodd	forward	revfwd	zipper	79	79	0.00
15540	40	random	revfwd	interleave	single	380	380	0.00
15541	40	triple	interleave	forward	single	27	26	0.04
15542	20	merge	forward	fwdrev	single	19	20	0.05
15543	40	quick	fwdrev	interleave	single	66	64	0.03
15544	40	insertion	interleave	fwdrev	single	380	380	0.00
15545	80	quick	fwdrev	forward	zipper	96	92	0.04
15546	80	merge	forward	revfwd	zipper	41	41	0.00
15547	80	quick	revfwd	reverse	zipper	96	92	0.04
15548	40	evenodd	reverse	random	single	34	38	0.11
15549	40	quick	random	reverse	single	67	71	0.06
15550	40	insertion	reverse	fwdrev	single	400	400	0.00
15551	80	swap	fwdrev	forward	zipper	213	216	0.01
15552	80	random	forward	revfwd	zipper	1520	1520	0.00
15553	40	random	revfwd	reverse	single	380	380	0.00
15554	80	swap	revfwd	fwdrev	rightleft	325	335	0.03
15555	80	quick	fwdrev	revfwd	rightleft	109	107	0.02
15556	40	triple	revfwd	fwdrev	rightleft	39	39	0.00
15557	40	evenodd	fwdrev	revfwd	rightleft	39	39	0.00
15558	20	quick	reverse	fwdrev	single	28	28	0.00
15559	60	dinsertion	fwdrev	forward	single	870	870	0.00
15560	60	selection	forward	reverse	single	1770	1770	0.00
15561	30	swap	reverse	interleave	single	77	77	0.00
15562	30	merge	interleave	reverse	single	30	29	0.03
15563	30	swap	reverse	forward	single	94	87	0.08
15564	90	selection	forward	reverse	single	4005	4005	0.00
15565	90	triple	reverse	random	single	48	51	0.06
15566	90	triple	random	revfwd	single	51	48	0.06
15567	180	random	revfwd	fwdrev	zipper	7920	7920	0.00
15568	90	quick	fwdrev	interleave	single	171	176	0.03
15569	90	swap	interleave	revfwd	single	355	377	0.06
15570	90	random	revfwd	forward	single	2025	2025	0.00
15571	90	quick	forward	reverse	single	133	133	0.00
15572	90	random	reverse	forward	single	4005	4005	0.00
15573	180	random	forward	interleave	single	8010	8010	0.00
15574	180	swap	interleave	reverse	single	915	876	0.04
15575	60	insertion	reverse	interleave	single	900	900	0.00
15576	60	merge	interleave	forward	single	60	59	0.02
15577	60	evenodd	forward	reverse	single	60	60	0.00
15578	60	quick	reverse	fwdrev	single	109	106	0.03
15579	180	evenodd	fwdrev	revfwd	single	179	179	0.00
15580	360	evenodd	revfwd	reverse	zipper	358	358	0.00
15581	120	merge	reverse	forward	zipper	119	119	0.00
15582	120	quick	forward	fwdrev	zipper	218	226	0.04
15583	120	evenodd	fwdrev	forward	zipper	118	118	0.00
15584	60	merge	forward	reverse	zipper	59	59	0.00
15585	60	dinsertion	reverse	fwdrev	zipper	840	840	0.00
15586	20	evenodd	fwdrev	reverse	zipper	19	19	0.00
15587	20	quick	reverse	forward	zipper	17	17	0.00
15588	20	quick	fwdrev	revfwd	rightleft	24	23	0.04
15589	60	evenodd	revfwd	fwdrev	rightleft	59	59	0.00
15590	120	swap	fwdrev	revfwd	rightleft	560	567	0.01
15591	120	selection	revfwd	fwdrev	rightleft	3540	3540	0.00
15592	240	insertion	fwdrev	revfwd	rightleft	14280	14280	0.00
15593	240	merge	revfwd	fwdrev	rightleft	120	120	0.00
15594	240	triple	fwdrev	revfwd	rightleft	239	239	0.00
15595	240	evenodd	revfwd	fwdrev	rightleft	239	239	0.00
15596	240	triple	fwdrev	revfwd	rightleft	239	239	0.00
15597	120	triple	revfwd	fwdrev	rightleft	119	119	0.00
15598	120	triple	forward	reverse	zipper	120	120	0.00
15599	120	selection	reverse	fwdrev	zipper	3480	3480	0.00
15600	60	evenodd	fwdrev	forward	zipper	58	58	0.00
15601	60	evenodd	forward	revfwd	zipper	59	59	0.00
15602	120	swap	revfwd	reverse	zipper	384	393	0.02
15603	60	dinsertion	reverse	interleave	single	900	900	0.00
15604	60	quick	interleave	forward	single	110	102	0.08
15605	60	dinsertion	forward	interleave	single	870	870	0.00
15606	60	evenodd	interleave	forward	single	58	58	0.00
15607	60	triple	forward	reverse	single	59	59	0.00
15608	60	merge	reverse	interleave	single	59	59	0.00
15609	60	quick	interleave	revfwd	single	108	112	0.04
15610	60	random	revfwd	interleave	single	870	870	0.00
15611	60	selection	interleave	fwdrev	single	870	870	0.00
15612	120	evenodd	fwdrev	reverse	zipper	119	119	0.00
15613	120	merge	reverse	revfwd	zipper	119	119	0.00
15614	240	merge	revfwd	forward	zipper	239	239	0.00
15615	720	swap	forward	fwdrev	zipper	5084	4333	0.16
15616	720	insertion	fwdrev	reverse	zipper	128880	128880	0.00
15617	360	random	reverse	fwdrev	zipper	32040	32040	0.00
15618	360	quick	fwdrev	reverse	zipper	639	631	0.01
15619	360	evenodd	reverse	forward	zipper	360	360	0.00
15620	360	swap	forward	reverse	zipper	1906	1928	0.01
15621	720	selection	reverse	forward	zipper	257760	257760	0.00
15622	720	dinsertion	fwdrev	revfwd	rightleft	129240	129240	0.00
15623	720	quick	revfwd	fwdrev	rightleft	1066	971	0.09
15624	720	dinsertion	fwdrev	revfwd	rightleft	129240	129240	0.00
15625	240	selection	revfwd	fwdrev	rightleft	14280	14280	0.00
15626	240	quick	forward	reverse	zipper	238	239	0.00
15627	240	selection	reverse	fwdrev	zipper	14160	14160	0.00
15628	240	swap	fwdrev	revfwd	zipper	1227	1246	0.02
15629	120	quick	revfwd	fwdrev	zipper	143	154	0.07
15630	120	merge	fwdrev	reverse	zipper	119	119	0.00
15631	40	swap	reverse	forward	zipper	100	101	0.01
15632	20	dinsertion	forward	fwdrev	single	90	90	0.00
15633	40	evenodd	fwdrev	revfwd	zipper	39	39	0.00
15634	80	quick	revfwd	reverse	zipper	96	92	0.04
15635	80	random	revfwd	fwdrev	rightleft	1560	1560	0.00
15636	80	evenodd	fwdrev	revfwd	rightleft	79	79	0.00
15637	80	insertion	reverse	revfwd	zipper	1520	1520	0.00
15638	40	quick	revfwd	interleave	single	64	70	0.09
15639	40	swap	interleave	revfwd	single	116	116	0.00
15640	40	quick	revfwd	reverse	single	58	58	0.00
15641	80	random	reverse	revfwd	zipper	1520	1520	0.00
15642	240	evenodd	revfwd	forward	zipper	239	239	0.00
15643	120	selection	forward	reverse	zipper	6960	6960	0.00
15644	240	random	reverse	fwdrev	zipper	14160	14160	0.00
15645	240	selection	fwdrev	reverse	zipper	14160	14160	0.00
15646	240	swap	reverse	fwdrev	zipper	1131	1166	0.03
15647	240	quick	fwdrev	reverse	zipper	401	420	0.05
15648	240	selection	reverse	revfwd	zipper	14160	14160	0.00
15649	120	random	revfwd	interleave	single	3540	3540	0.00
15650	120	random	interleave	random	single	3559	3548	0.00
15651	120	swap	random	fwdrev	single	534	492	0.08
15652	60	triple	fwdrev	revfwd	single	59	59	0.00
15653	20	quick	revfwd	fwdrev	single	32	32	0.00
15654	20	merge	fwdrev	interleave	single	18	18	0.00
15655	20	random	interleave	reverse	single	100	100	0.00
15656	40	random	reverse	interleave	single	400	400	0.00
15657	40	insertion	interleave	reverse	single	400	400	0.00
15658	120	swap	reverse	interleave	single	502	518	0.03
15659	120	quick	interleave	revfwd	single	238	248	0.04
15660	120	insertion	revfwd	interleave	single	3540	3540	0.00
15661	120	swap	interleave	forward	single	498	478	0.04
15662	120	selection	forward	revfwd	single	3600	3600	0.00
15663	120	selection	revfwd	forward	single	3600	3600	0.00
15664	360	quick	forward	interleave	single	777	766	0.01
15665	360	triple	interleave	reverse	single	224	240	0.07
15666	720	dinsertion	revfwd	fwdrev	rightleft	129240	129240	0.00
15667	240	quick	fwdrev	revfwd	rightleft	333	349	0.05
15668	240	triple	reverse	forward	zipper	240	240	0.00
15669	120	evenodd	forward	random	single	107	110	0.03
15670	120	evenodd	random	revfwd	single	118	107	0.10
15671	240	quick	revfwd	fwdrev	zipper	287	302	0.05
15672	80	evenodd	fwdrev	revfwd	zipper	79	79	0.00
15673	40	evenodd	revfwd	forward	single	39	39	0.00
15674	40	merge	forward	interleave	single	38	38	0.00
15675	40	selection	interleave	fwdrev	single	380	380	0.00
15676	40	insertion	fwdrev	reverse	single	400	400	0.00
15677	40	merge	reverse	fwdrev	single	21	21	0.00
15678	40	swap	fwdrev	random	single	120	117	0.03
15679	40	random	random	interleave	single	376	303	0.22
15680	40	insertion	interleave	fwdrev	single	380	380	0.00
15681	20	swap	fwdrev	random	single	42	50	0.17
15682	20	selection	random	revfwd	single	86	98	0.13
15683	10	swap	revfwd	random	single	13	14	0.07
15684	10	insertion	random	forward	single	21	25	0.17
15685	20	quick	forward	revfwd	single	28	28	0.00
15686	20	merge	revfwd	interleave	single	17	17	0.00
15687	20	swap	interleave	forward	single	39	40	0.03
15688	20	random	forward	reverse	single	190	190	0.00
15689	40	insertion	reverse	fwdrev	single	400	400	0.00
15690	20	selection	fwdrev	forward	single	90	90	0.00
15691	20	insertion	forward	revfwd	single	100	100	0.00
15692	60	triple	revfwd	reverse	single	40	40	0.00
15693	120	quick	reverse	revfwd	zipper	218	226	0.04
15694	240	triple	revfwd	forward	zipper	161	161	0.00
15695	80	random	forward	reverse	zipper	3040	3040	0.00
15696	80	quick	reverse	fwdrev	zipper	130	131	0.01
15697	80	insertion	fwdrev	reverse	zipper	1520	1520	0.00
15698	80	selection	revfwd	fwdrev	rightleft	1560	1560	0.00
15699	80	swap	fwdrev	revfwd	rightleft	327	321	0.02
15700	40	evenodd	reverse	revfwd	single	38	38	0.00
15701	40	evenodd	revfwd	fwdrev	single	39	39	0.00
15702	80	quick	fwdrev	forward	zipper	96	92	0.04
15703	80	evenodd	fwdrev	revfwd	rightleft	79	79	0.00
15704	40	random	reverse	interleave	single	400	400	0.00
15705	40	insertion	interleave	reverse	single	400	400	0.00
15706	40	quick	reverse	forward	single	58	58	0.00
15707	80	selection	forward	reverse	zipper	3040	3040	0.00
15708	240	selection	reverse	fwdrev	zipper	14160	14160	0.00
15709	240	random	fwdrev	revfwd	zipper	14160	14160	0.00
15710	720	evenodd	revfwd	reverse	zipper	718	718	0.00
15711	720	selection	reverse	fwdrev	zipper	128880	128880	0.00
15712	720	triple	fwdrev	reverse	zipper	481	481	0.00
15713	720	quick	revfwd	fwdrev	rightleft	1066	971	0.09
15714	360	insertion	fwdrev	revfwd	rightleft	32220	32220	0.00
15715	180	selection	revfwd	fwdrev	rightleft	8010	8010	0.00
15716	90	triple	forward	random	single	48	50	0.04
15717	90	swap	random	forward	single	374	363	0.03
15718	90	swap	forward	interleave	single	348	334	0.04
15719	90	quick	interleave	revfwd	single	171	169	0.01
15720	180	insertion	revfwd	reverse	single	8010	8010	0.00
15721	180	dinsertion	reverse	interleave	single	8100	8100	0.00
15722	180	merge	interleave	fwdrev	single	185	191	0.03
15723	180	triple	fwdrev	forward	single	117	120	0.03
15724	180	swap	forward	fwdrev	single	874	846	0.03
15725	180	evenodd	fwdrev	reverse	single	179	179	0.00
15726	60	insertion	reverse	revfwd	single	870	870	0.00
15727	60	evenodd	revfwd	reverse	single	58	58	0.00
15728	30	insertion	reverse	interleave	single	225	225	0.00
15729	30	dinsertion	interleave	fwdrev	single	210	210	0.00
15730	10	triple	fwdrev	interleave	single	5	6	0.18
15731	10	evenodd	interleave	revfwd	single	7	7	0.00
15732	5	evenodd	revfwd	fwdrev	single	4	3	0.29
15733	5	quick	fwdrev	reverse	single	5	6	0.18
15734	15	random	reverse	interleave	single	56	56	0.00
15735	15	insertion	interleave	forward	single	49	49	0.00
15736	15	insertion	forward	revfwd	single	56	56	0.00
15737	15	triple	revfwd	random	single	8	8	0.00
15738	15	dinsertion	random	revfwd	single	47	38	0.21
15739	30	selection	revfwd	forward	single	225	225	0.00
15740	60	selection	fwdrev	revfwd	rightleft	870	870	0.00
15741	180	random	revfwd	fwdrev	rightleft	8010	8010	0.00
15742	180	evenodd	fwdrev	revfwd	rightleft	179	179	0.00
15743	90	swap	revfwd	fwdrev	rightleft	380	409	0.07
15744	90	evenodd	fwdrev	revfwd	rightleft	89	89	0.00
15745	90	selection	revfwd	fwdrev	rightleft	1980	1980	0.00
15746	30	triple	fwdrev	revfwd	rightleft	29	29	0.00
15747	15	quick	reverse	revfwd	single	18	17	0.06
15748	30	quick	revfwd	forward	single	45	43	0.05
15749	30	dinsertion	forward	revfwd	single	225	225	0.00
15750	30	random	revfwd	reverse	single	210	210	0.00
15751	10	random	reverse	random	single	17	16	0.06
15752	10	quick	random	fwdrev	single	12	13	0.08
15753	10	quick	fwdrev	interleave	single	11	12	0.09
15754	10	random	interleave	revfwd	single	20	21	0.05
15755	10	merge	revfwd	reverse	single	8	8	0.00
15756	10	merge	reverse	forward	single	9	9	0.00
15757	30	merge	forward	interleave	single	28	28	0.00
15758	30	dinsertion	interleave	reverse	single	225	225	0.00
15759	30	insertion	reverse	forward	single	435	435	0.00
15760	60	evenodd	forward	random	single	52	58	0.11
15761	60	random	random	forward	single	847	998	0.16
15762	120	merge	forward	fwdrev	single	122	119	0.02
15763	40	merge	fwdrev	interleave	single	38	38	0.00
15764	40	swap	interleave	fwdrev	single	126	102	0.21
15765	20	quick	fwdrev	interleave	single	28	26	0.07
15766	20	triple	interleave	forward	single	13	13	0.00
15767	60	random	forward	fwdrev	single	870	870	0.00
15768	60	quick	fwdrev	interleave	single	107	102	0.05
15769	60	selection	interleave	forward	single	870	870	0.00
15770	60	merge	forward	fwdrev	single	60	59	0.02
15771	60	evenodd	fwdrev	interleave	single	58	57	0.02
15772	60	random	interleave	random	single	858	1086	0.23
15773	60	quick	random	reverse	single	108	108	0.00
15774	120	merge	revfwd	fwdrev	rightleft	60	60	0.00
15775	240	quick	fwdrev	revfwd	rightleft	333	349	0.05
15776	240	merge	revfwd	fwdrev	rightleft	120	120	0.00
15777	240	merge	fwdrev	revfwd	rightleft	120	120	0.00
15778	80	dinsertion	revfwd	fwdrev	rightleft	1560	1560	0.00
15779	40	selection	forward	fwdrev	single	380	380	0.00
15780	80	quick	fwdrev	revfwd	zipper	94	90	0.04
15781	80	selection	revfwd	forward	zipper	1520	1520	0.00
15782	80	random	forward	fwdrev	zipper	1520	1520	0.00
15783	80	selection	fwdrev	revfwd	zipper	1520	1520	0.00
15784	240	insertion	revfwd	forward	zipper	14160	14160	0.00
15785	240	selection	forward	reverse	zipper	28320	28320	0.00
15786	240	evenodd	revfwd	fwdrev	rightleft	239	239	0.00
15787	240	insertion	fwdrev	revfwd	rightleft	14280	14280	0.00
15788	240	quick	revfwd	fwdrev	rightleft	333	349	0.05
15789	120	random	forward	interleave	single	3540	3540	0.00
15790	120	merge	interleave	fwdrev	single	124	123	0.01
15791	60	dinsertion	fwdrev	reverse	single	900	900	0.00
15792	30	random	reverse	fwdrev	single	225	225	0.00
15793	30	triple	fwdrev	reverse	single	21	20	0.05
15794	30	selection	reverse	revfwd	single	210	210	0.00
15795	15	dinsertion	revfwd	reverse	single	49	49	0.00
15796	30	triple	revfwd	fwdrev	rightleft	29	29	0.00
15797	30	quick	fwdrev	revfwd	rightleft	39	41	0.05
15798	30	triple	revfwd	fwdrev	rightleft	29	29	0.00
15799	60	swap	fwdrev	revfwd	rightleft	220	226	0.03
15800	20	insertion	revfwd	fwdrev	rightleft	90	90	0.00
15801	60	selection	fwdrev	revfwd	rightleft	870	870	0.00
15802	60	swap	revfwd	fwdrev	rightleft	221	218	0.01
15803	60	quick	forward	fwdrev	zipper	94	87	0.08
15804	60	insertion	fwdrev	forward	zipper	840	840	0.00
15805	60	quick	forward	reverse	zipper	58	58	0.00
15806	60	dinsertion	reverse	forward	zipper	1680	1680	0.00
15807	60	dinsertion	forward	revfwd	zipper	840	840	0.00
15808	60	evenodd	revfwd	reverse	zipper	58	58	0.00
15809	180	evenodd	reverse	fwdrev	zipper	179	179	0.00
15810	360	selection	fwdrev	reverse	zipper	32040	32040	0.00
15811	360	evenodd	reverse	fwdrev	zipper	359	359	0.00
15812	180	random	fwdrev	revfwd	single	8100	8100	0.00
15813	360	selection	revfwd	reverse	single	32220	32220	0.00
15814	180	merge	reverse	revfwd	single	183	182	0.01
15815	90	insertion	revfwd	fwdrev	single	2025	2025	0.00
15816	90	evenodd	fwdrev	interleave	single	89	87	0.02
15817	90	insertion	interleave	forward	single	1980	1980	0.00
15818	45	quick	forward	revfwd	single	77	78	0.01
15819	45	evenodd	revfwd	random	single	37	39	0.05
15820	45	selection	random	fwdrev	single	485	460	0.05
15821	45	swap	fwdrev	random	single	142	134	0.06
15822	45	evenodd	random	revfwd	single	39	36	0.08
15823	15	dinsertion	revfwd	forward	single	56	55	0.02
15824	15	selection	forward	revfwd	single	56	55	0.02
15825	5	merge	revfwd	reverse	single	3	3	0.00
15826	5	dinsertion	reverse	fwdrev	single	6	6	0.00
15827	15	selection	fwdrev	forward	single	49	49	0.00
15828	30	insertion	fwdrev	revfwd	rightleft	210	210	0.00
15829	90	quick	revfwd	fwdrev	rightleft	122	117	0.04
15830	90	swap	fwdrev	revfwd	rightleft	383	396	0.03
15831	90	merge	revfwd	fwdrev	rightleft	45	45	0.00
15832	30	merge	fwdrev	revfwd	rightleft	15	15	0.00
15833	15	selection	reverse	interleave	single	56	56	0.00
15834	15	triple	interleave	revfwd	single	8	9	0.12
15835	45	evenodd	revfwd	random	single	37	37	0.00
15836	45	evenodd	random	reverse	single	37	44	0.17
15837	90	selection	reverse	revfwd	single	1980	1980	0.00
15838	90	swap	revfwd	forward	single	334	355	0.06
15839	180	merge	forward	fwdrev	single	183	182	0.01
15840	180	quick	fwdrev	reverse	single	349	352	0.01
